"Date","Price","Open","High","Low","Vol.","Change %"
"31-07-2023","102,956.25","102,270.00","103,298.85","102,100.00","3.20K","0.41%"
"01-08-2023","103,285.75","102,507.15","103,570.95","102,507.15","3.43K","0.32%"
"02-08-2023","102,589.20","102,998.00","103,199.95","102,000.00","3.70K","-0.67%"
"03-08-2023","106,973.35","102,603.00","107,600.00","101,400.05","23.04K","4.27%"
"04-08-2023","111,296.50","108,469.00","111,997.00","106,775.35","26.67K","4.04%"
"07-08-2023","108,216.25","111,472.00","111,500.00","107,912.35","11.18K","-2.77%"
"08-08-2023","107,634.85","108,216.25","108,830.55","105,864.15","11.31K","-0.54%"
"09-08-2023","106,416.90","107,634.85","107,999.00","106,000.00","8.61K","-1.13%"
"10-08-2023","106,355.60","106,400.25","106,753.30","105,600.05","6.48K","-0.06%"
"11-08-2023","105,989.25","106,750.00","106,750.00","105,615.60","4.76K","-0.34%"
"14-08-2023","106,266.35","105,711.05","106,650.00","104,807.00","4.27K","0.26%"
"16-08-2023","106,463.70","105,500.00","106,650.00","104,834.35","4.64K","0.19%"
"17-08-2023","106,472.90","105,905.80","106,979.25","105,905.80","4.95K","0.01%"
"18-08-2023","107,760.35","106,500.00","108,000.00","106,430.05","7.09K","1.21%"
"21-08-2023","107,798.45","108,500.00","108,599.95","107,568.10","6.81K","0.04%"
"22-08-2023","108,411.80","108,300.00","108,549.95","107,758.00","3.57K","0.57%"
"23-08-2023","108,675.55","108,410.00","109,200.00","108,051.15","4.18K","0.24%"
"24-08-2023","108,595.15","109,399.00","109,399.00","108,106.00","4.79K","-0.07%"
"25-08-2023","108,542.00","108,127.65","108,895.70","108,000.55","3.56K","-0.05%"
"28-08-2023","108,288.00","108,523.70","108,900.55","107,921.55","3.58K","-0.23%"
"29-08-2023","108,812.50","108,353.70","109,000.00","108,250.85","2.24K","0.48%"
"30-08-2023","109,593.95","108,999.00","109,778.65","108,812.50","2.94K","0.72%"
"31-08-2023","108,686.25","109,677.00","109,677.00","108,266.35","5.95K","-0.83%"
"01-09-2023","107,984.15","109,500.00","109,500.00","107,559.05","6.57K","-0.65%"
"04-09-2023","108,195.40","108,499.00","108,980.00","107,347.55","4.97K","0.20%"
"05-09-2023","108,520.00","108,453.70","108,800.00","107,888.15","3.49K","0.30%"
"06-09-2023","109,395.75","108,250.50","109,537.95","107,500.00","8.37K","0.81%"
"07-09-2023","109,205.15","108,831.00","109,885.60","108,798.80","2.63K","-0.17%"
"08-09-2023","108,858.40","109,300.00","109,420.75","108,600.20","2.65K","-0.32%"
"11-09-2023","109,440.45","109,450.00","109,850.00","108,905.00","3.87K","0.53%"
"12-09-2023","107,916.20","109,800.00","109,800.00","107,555.05","8.83K","-1.39%"
"13-09-2023","109,058.65","108,108.00","109,191.65","107,476.80","7.36K","1.06%"
"14-09-2023","111,001.25","109,000.00","111,200.00","109,000.00","6.35K","1.78%"
"15-09-2023","109,233.85","111,000.00","112,727.95","108,539.70","14.15K","-1.59%"
"18-09-2023","109,003.95","109,666.00","109,798.75","108,060.00","7.08K","-0.21%"
"20-09-2023","109,603.90","109,000.00","109,764.65","108,100.00","4.47K","0.55%"
"21-09-2023","108,841.65","109,017.60","109,775.00","108,500.00","3.64K","-0.70%"
"22-09-2023","108,655.05","108,500.00","109,350.00","108,477.05","3.37K","-0.17%"
"25-09-2023","109,360.20","108,999.95","109,489.90","107,651.00","6.57K","0.65%"
"26-09-2023","109,719.60","109,300.00","109,979.95","108,981.45","3.56K","0.33%"
"27-09-2023","110,285.40","109,719.60","110,500.00","109,251.90","2.91K","0.52%"
"28-09-2023","108,726.40","110,112.00","110,277.50","108,306.10","7.91K","-1.41%"
"29-09-2023","107,295.60","108,725.85","109,362.35","106,800.00","9.97K","-1.32%"
"03-10-2023","108,294.45","108,149.75","108,600.60","106,551.05","5.52K","0.93%"
"04-10-2023","106,901.40","108,249.80","108,249.80","106,441.10","3.71K","-1.29%"
"05-10-2023","106,770.50","107,300.00","107,820.00","106,583.05","3.12K","-0.12%"
"06-10-2023","107,550.25","107,000.00","108,000.00","107,000.00","3.58K","0.73%"
"09-10-2023","107,266.95","107,350.00","107,684.55","106,405.00","4.23K","-0.26%"
"10-10-2023","107,204.10","107,699.00","108,010.55","107,001.00","4.10K","-0.06%"
"11-10-2023","107,738.15","107,320.00","108,162.70","107,298.90","3.53K","0.50%"
"12-10-2023","108,685.25","108,100.00","108,850.00","107,910.15","3.31K","0.88%"
"13-10-2023","109,092.75","108,754.00","109,250.00","108,300.15","3.15K","0.37%"
"16-10-2023","109,548.45","108,990.10","109,850.00","108,320.95","4.66K","0.42%"
